Age,Gender,Income,City,Employment,WorkHours,Commute,DinnersCooked,EnjoysCooking,CookingSkill,CookingChallenges,DinnerTime,WhoCooks,CuisinePreferences,MealType,NonVegFrequency,DietGoals,Allergies,HealthImportance,CalorieTracking,OrderFrequency,SpendOutside,SpendMealKit,PaymentMode,TryMealKit,DeliveryPref,MealFreqSub,DesiredFeatures,ContinueService,ReferService,ReferralIncentive
38,Male,50k–75k,Mumbai,Full-time,6–8,15–30 min,3–4,No,3,"Grocery hassle, Too tired, Not cost-effective, Don't enjoy it, Portioning issues, No skills",7–8 PM,Alternates,"Continental, Mexican, Asian, Healthy Superfoods, Keto/High-protein, Vegan, North Indian, Fusion",Eggetarian,5+,"Muscle gain, Balanced meals, Immune boost, Gut health, Quick meal-prep, High-protein",None,2,Regularly,Never,>400,₹150,UPI,Definitely,3x/week,3–4,"Nutrition labels, Loyalty points, Customizable, Recipe variety, Cancel-anytime, Family plans",No,Maybe,Not important
34,Male,30k–50k,Bangalore,Full-time,8–10,15–30 min,1–2,Only on weekends,4,"No ideas, Grocery hassle, No skills, Cleaning up",8–9 PM,Self,"South Indian, Healthy Superfoods, North Indian, Vegan, Asian, Chinese",Non-Vegetarian,Never,"Weight loss, Gluten-free, Low-calorie, Diabetes-friendly, Immune boost, Gut health, Low-carb, High-protein",None,3,Never,1–2 times,250–400,₹250,Debit Card,Unlikely,Weekly batch,Daily,"Family plans, Customizable, Loyalty points, Easy cooking",Definitely,Definitely,Discounts
37,Male,75k–1L,Hyderabad,Consultant,6–8,15–30 min,1–2,Only on weekends,3,"No skills, Waste of ingredients, Grocery hassle, Not cost-effective, No time, Portioning issues, Cleaning up",7–8 PM,Parent,"North Indian, Fusion, Vegan, South Indian, Healthy Superfoods, Continental, Asian, Mexican",Vegetarian,1–2,"Low-calorie, Immune boost, Diabetes-friendly, Gut health, Sustainable eating",None,5,Never,3–4 times,<150,₹200,Debit Card,Maybe,Weekly batch,Daily,"Cancel-anytime, Nutrition labels, Easy cooking, Loyalty points, Family plans, No cleanup, Recipe variety, App-based tracking",Definitely,Maybe,Free meals
30,Female,1L–1.5L,Delhi NCR,Consultant,8–10,15–30 min,1–2,No,1,"Too tired, Waste of ingredients, Portioning issues, No ideas",7–8 PM,Alternates,"Italian, Vegan, Asian, Chinese, Mexican, Continental, Thai",Eggetarian,Never,"Balanced meals, Immune boost, High-protein, Low-calorie, Weight loss, Gut health",None,3,Never,Never,150–250,₹200,UPI,Definitely,Weekly batch,3–4,"Customizable, Fast delivery, Nutrition labels, No cleanup",Maybe,Maybe,Discounts
40,Female,1.5L+,Mumbai,Full-time,6–8,<15 min,None,Yes,1,"Grocery hassle, No skills, Don't enjoy it, Cleaning up, No ideas",8–9 PM,Parent,"Asian, Fusion, South Indian, Mexican, Italian, Keto/High-protein, Thai, Continental",Vegetarian,3–4,"Gut health, High-protein, Balanced meals, Muscle gain",None,1,Occasionally,Never,150–250,₹250,Debit Card,Definitely,Weekly batch,1–2,"Recipe variety, Easy cooking, Loyalty points, Fast delivery, Family plans, App-based tracking, Nutrition labels, Cancel-anytime",Maybe,Definitely,Discounts
33,Female,1L–1.5L,Mumbai,Homemaker,8–10,15–30 min,5–6,Yes,2,"No skills, Grocery hassle, Portioning issues, Too tired, Waste of ingredients",8–9 PM,Hired help,"South Indian, Keto/High-protein, Italian, North Indian, Thai, Continental, Vegan",Non-Vegetarian,Never,"Sustainable eating, Gluten-free, Low-calorie, Quick meal-prep, Diabetes-friendly",None,4,Regularly,3–4 times,250–400,₹250,Cash,Maybe,3x/week,3–4,"Cancel-anytime, Customizable, Fast delivery, Easy cooking",Maybe,Definitely,Discounts
37,Male,50k–75k,Mumbai,Full-time,10+,30–60 min,Daily,Only on weekends,2,"No time, Cleaning up, Too tired, Don't enjoy it, No ideas",8–9 PM,Parent,"North Indian, Chinese, Vegan, Continental",Vegetarian,1–2,"Low-carb, Balanced meals, Gut health, High-protein, Low-calorie, Gluten-free",Nuts,2,Regularly,5+,250–400,₹200,Wallets,Definitely,On-demand,1–2,"App-based tracking, Easy cooking, Family plans, Customizable, Cancel-anytime",Maybe,Definitely,Not important
43,Male,50k–75k,Other,Full-time,6–8,30–60 min,1–2,Only on weekends,2,"Cleaning up, No skills, Don't enjoy it, Too tired, No ideas, Waste of ingredients, No time",8–9 PM,Self,"Thai, Keto/High-protein, Healthy Superfoods, Chinese, Vegan, Continental",Vegetarian,1–2,"Diabetes-friendly, Gut health, High-protein, Sustainable eating, Gluten-free",None,2,Never,1–2 times,150–250,₹250,UPI,Definitely,Weekly batch,1–2,"Nutrition labels, Fast delivery, Family plans, Cancel-anytime, App-based tracking, Loyalty points, Customizable",Definitely,Definitely,Discounts
38,Male,75k–1L,Pune,Full-time,8–10,30–60 min,5–6,No,2,"No time, Waste of ingredients, Grocery hassle, No ideas, No skills, Not cost-effective, Too tired",After 9 PM,Self,"Fusion, Vegan, Italian, Mexican",Non-Vegetarian,Never,"Quick meal-prep, Sustainable eating, Diabetes-friendly, High-protein, Immune boost, Low-calorie, Gut health, Balanced meals",None,3,Never,Never,<150,₹200,UPI,Unlikely,On-demand,3–4,"Family plans, Loyalty points, Cancel-anytime, Fast delivery",Definitely,Definitely,Not important
35,Male,1.5L+,Bangalore,Full-time,8–10,30–60 min,Daily,No,4,"No time, Too tired, Cleaning up, Not cost-effective, Waste of ingredients",8–9 PM,Alternates,"Mexican, Continental, South Indian, Vegan, Keto/High-protein",Non-Vegetarian,3–4,"Low-calorie, Balanced meals, Gut health, Immune boost, Quick meal-prep, Gluten-free, Low-carb, Sustainable eating",None,3,Never,1–2 times,150–250,₹250,Wallets,Unlikely,Daily,3–4,"Easy cooking, Family plans, App-based tracking, Loyalty points, Cancel-anytime, Customizable, Nutrition labels, Recipe variety",Definitely,Definitely,Discounts
40,Male,50k–75k,Mumbai,Part-time,8–10,<15 min,5–6,Yes,1,"Not cost-effective, Portioning issues, No ideas, Grocery hassle, No skills, Cleaning up, Don't enjoy it",8–9 PM,Hired help,"South Indian, North Indian, Continental, Thai, Italian, Fusion, Mexican",Non-Vegetarian,Never,"Low-calorie, Sustainable eating, Gut health, Weight loss",None,4,Occasionally,5+,150–250,₹200,Debit Card,Unlikely,3x/week,3–4,"Fast delivery, Customizable, App-based tracking, No cleanup, Easy cooking, Recipe variety, Family plans",Definitely,Maybe,Discounts
28,Male,75k–1L,Mumbai,Consultant,8–10,15–30 min,3–4,No,4,"No skills, No ideas, Waste of ingredients, Not cost-effective, No time, Don't enjoy it, Cleaning up, Portioning issues",After 9 PM,Self,"South Indian, North Indian, Healthy Superfoods, Keto/High-protein",Vegetarian,5+,"Weight loss, Low-carb, Immune boost, Quick meal-prep",Lactose,4,Never,1–2 times,<150,₹200,UPI,Definitely,Daily,3–4,"Fast delivery, Easy cooking, No cleanup, Nutrition labels",Maybe,Maybe,Discounts
29,Male,75k–1L,Bangalore,Full-time,6–8,<15 min,Daily,Only on weekends,3,"Don't enjoy it, No time, No skills, Waste of ingredients, Grocery hassle, Too tired",7–8 PM,Self,"Keto/High-protein, Thai, Continental, Mexican, Healthy Superfoods, Chinese, Italian, Fusion",Non-Vegetarian,1–2,"Gut health, Immune boost, High-protein, Gluten-free, Low-calorie, Weight loss, Diabetes-friendly",None,4,Never,1–2 times,250–400,₹200,Wallets,Definitely,3x/week,5–6,"Customizable, App-based tracking, Family plans, Cancel-anytime",Maybe,Definitely,Free meals
36,Female,75k–1L,Hyderabad,Freelancer,<6,30–60 min,5–6,Yes,1,"Cleaning up, Grocery hassle, No skills, No time, Waste of ingredients, Too tired, Not cost-effective",7–8 PM,Self,"Vegan, Thai, Keto/High-protein, Continental, North Indian",Non-Vegetarian,Never,"Sustainable eating, High-protein, Balanced meals, Weight loss, Muscle gain",None,3,Regularly,3–4 times,150–250,₹250,UPI,Unlikely,Weekly batch,1–2,"Cancel-anytime, Nutrition labels, Recipe variety, Customizable, Easy cooking",Definitely,Maybe,Free meals
32,Female,50k–75k,Mumbai,Full-time,8–10,15–30 min,Daily,Yes,2,"No time, No ideas, Cleaning up, Don't enjoy it, No skills, Grocery hassle, Portioning issues, Waste of ingredients",7–8 PM,Hired help,"Keto/High-protein, South Indian, Vegan, Asian, Mexican, Chinese, Fusion, Healthy Superfoods",Vegan,3–4,"Low-calorie, Gluten-free, Muscle gain, Low-carb",None,4,Occasionally,1–2 times,<150,₹300+,Wallets,Maybe,Weekly batch,3–4,"Recipe variety, Cancel-anytime, Fast delivery, Easy cooking, Family plans, No cleanup",No,Definitely,Free meals
22,Male,75k–1L,Bangalore,Freelancer,10+,15–30 min,None,Only on weekends,3,"Grocery hassle, Portioning issues, Cleaning up, Not cost-effective, Waste of ingredients, No skills, No time",7–8 PM,Self,"Mexican, Chinese, Vegan, Thai, North Indian, South Indian, Italian, Continental",Vegetarian,Never,"Immune boost, Quick meal-prep, Sustainable eating, Gluten-free, Weight loss, High-protein",None,3,Regularly,1–2 times,150–250,₹250,UPI,Maybe,Weekly batch,Daily,"Family plans, Loyalty points, Cancel-anytime, Fast delivery, Nutrition labels, Recipe variety, No cleanup",Definitely,Definitely,Not important
28,Male,50k–75k,Hyderabad,Student,6–8,60+ min,Daily,Yes,2,"Don't enjoy it, Cleaning up, No skills, Grocery hassle",Before 7 PM,Self,"Asian, North Indian, Thai, Italian, Keto/High-protein",Vegetarian,Never,"Low-calorie, Immune boost, Gut health, High-protein, Weight loss",None,3,Never,3–4 times,150–250,₹200,UPI,Definitely,Weekly batch,1–2,"Nutrition labels, Easy cooking, Recipe variety, App-based tracking, No cleanup, Loyalty points, Cancel-anytime, Family plans",Definitely,Maybe,Free meals
20,Male,30k–50k,Bangalore,Homemaker,6–8,30–60 min,Daily,No,2,"Not cost-effective, Grocery hassle, Too tired, Portioning issues, No skills",After 9 PM,Self,"South Indian, Mexican, Keto/High-protein, Fusion, Healthy Superfoods",Vegetarian,5+,"Low-calorie, Muscle gain, Sustainable eating, Immune boost",Soy,3,Regularly,1–2 times,150–250,₹250,Debit Card,Definitely,3x/week,3–4,"Fast delivery, Customizable, App-based tracking, Recipe variety",Definitely,Definitely,Free meals
35,Female,30k–50k,Delhi NCR,Full-time,6–8,30–60 min,1–2,No,2,"Grocery hassle, Portioning issues, Cleaning up, Don't enjoy it, Too tired",Before 7 PM,Self,"Fusion, Chinese, Continental, Healthy Superfoods, Asian",Vegetarian,Never,"Quick meal-prep, High-protein, Muscle gain, Weight loss, Gut health, Low-calorie, Gluten-free",None,3,Never,1–2 times,<150,₹200,Credit Card,Definitely,Weekly batch,3–4,"Easy cooking, Loyalty points, Customizable, Nutrition labels, No cleanup",Definitely,Maybe,Not important
40,Male,50k–75k,Mumbai,Homemaker,6–8,30–60 min,1–2,No,3,"No skills, Too tired, Not cost-effective, Don't enjoy it",8–9 PM,Self,"Fusion, Healthy Superfoods, Chinese, Keto/High-protein, Thai, Continental, Italian",Mixed,3–4,"Weight loss, Low-carb, Sustainable eating, Gluten-free, Low-calorie, Gut health",None,4,Occasionally,3–4 times,<150,₹250,UPI,Unlikely,3x/week,3–4,"No cleanup, Customizable, App-based tracking, Loyalty points, Family plans",Maybe,Definitely,Free meals
30,Male,30k–50k,Other,Full-time,6–8,15–30 min,5–6,Yes,3,"No ideas, No time, Portioning issues, Not cost-effective, Grocery hassle",Before 7 PM,Self,"Continental, Chinese, North Indian, Thai",Mixed,5+,"Sustainable eating, Quick meal-prep, Balanced meals, Low-carb",None,3,Never,3–4 times,250–400,₹150,UPI,Definitely,Weekly batch,3–4,"Family plans, Customizable, Fast delivery, Recipe variety",Maybe,No,Discounts
32,Male,50k–75k,Pune,Student,8–10,15–30 min,1–2,No,3,"Portioning issues, No ideas, Don't enjoy it, Not cost-effective, Cleaning up, No time",Before 7 PM,Hired help,"South Indian, Asian, Fusion, Thai, Continental, Healthy Superfoods",Vegetarian,Never,"Diabetes-friendly, Gluten-free, High-protein, Sustainable eating, Low-calorie, Quick meal-prep",Eggs,3,Occasionally,1–2 times,150–250,₹250,Credit Card,Unlikely,Weekly batch,3–4,"Cancel-anytime, Fast delivery, Nutrition labels, App-based tracking",Maybe,Maybe,Free meals
40,Female,1L–1.5L,Chennai,Full-time,8–10,30–60 min,1–2,No,2,"Portioning issues, Too tired, Don't enjoy it, Not cost-effective",8–9 PM,Hired help,"Continental, Fusion, Thai, South Indian, Asian, North Indian",Vegetarian,Never,"Quick meal-prep, Immune boost, Sustainable eating, Weight loss, Gut health, Muscle gain, High-protein, Diabetes-friendly",None,4,Never,5+,150–250,₹300+,UPI,Maybe,On-demand,Daily,"Fast delivery, Family plans, Easy cooking, Cancel-anytime, App-based tracking, Recipe variety, Customizable, No cleanup",Definitely,Maybe,Discounts
40,Male,30k–50k,Hyderabad,Full-time,8–10,15–30 min,Daily,Yes,4,"Waste of ingredients, Grocery hassle, No time, Don't enjoy it, No ideas, Not cost-effective",8–9 PM,Self,"North Indian, Fusion, Keto/High-protein, South Indian, Chinese, Healthy Superfoods, Vegan",Eggetarian,Never,"Low-calorie, Immune boost, Low-carb, High-protein, Diabetes-friendly",Gluten,2,Occasionally,5+,150–250,₹200,Credit Card,Maybe,On-demand,3–4,"App-based tracking, Easy cooking, Fast delivery, Family plans",Maybe,Definitely,Discounts
35,Male,1L–1.5L,Bangalore,Full-time,10+,30–60 min,3–4,No,3,"Grocery hassle, Portioning issues, Not cost-effective, No time",7–8 PM,Self,"Thai, North Indian, Vegan, Keto/High-protein, Italian, Continental",Non-Vegetarian,3–4,"Diabetes-friendly, Balanced meals, Low-carb, Gluten-free, Quick meal-prep, Weight loss, Sustainable eating, High-protein",None,4,Regularly,5+,150–250,₹200,Wallets,Definitely,On-demand,3–4,"Loyalty points, App-based tracking, Fast delivery, Recipe variety, Family plans",Definitely,Maybe,Discounts
27,Male,50k–75k,Other,Consultant,6–8,<15 min,Daily,Yes,2,"No ideas, Not cost-effective, Don't enjoy it, No time, Portioning issues, No skills",8–9 PM,Partner,"South Indian, Continental, Asian, Healthy Superfoods",Eggetarian,3–4,"Low-carb, Weight loss, Immune boost, Gluten-free, Low-calorie, Diabetes-friendly",None,4,Never,3–4 times,150–250,₹200,UPI,Maybe,3x/week,3–4,"Cancel-anytime, No cleanup, Loyalty points, Customizable, App-based tracking, Fast delivery, Nutrition labels, Family plans",Definitely,Definitely,Free meals
29,Male,50k–75k,Pune,Part-time,8–10,30–60 min,1–2,Only on weekends,2,"Don't enjoy it, Too tired, No skills, Not cost-effective, Portioning issues, No time",8–9 PM,Parent,"Asian, Mexican, Italian, Continental, South Indian, Vegan, Fusion, Keto/High-protein",Vegetarian,3–4,"Quick meal-prep, Low-carb, Weight loss, Sustainable eating, Muscle gain, Low-calorie, Balanced meals",None,5,Never,1–2 times,<150,₹250,UPI,Maybe,Weekly batch,5–6,"Family plans, Easy cooking, No cleanup, Nutrition labels, App-based tracking, Cancel-anytime, Recipe variety",Definitely,Definitely,Discounts
32,Female,<30k,Delhi NCR,Consultant,8–10,<15 min,3–4,Yes,2,"No skills, No time, Don't enjoy it, Not cost-effective, Too tired, Grocery hassle, Waste of ingredients",After 9 PM,Self,"Asian, Vegan, Healthy Superfoods, Fusion, Mexican, Continental, South Indian",Mixed,3–4,"Quick meal-prep, Sustainable eating, Gut health, Low-calorie, Immune boost, High-protein, Low-carb, Muscle gain",Nuts,3,Never,5+,250–400,₹150,Credit Card,Maybe,3x/week,5–6,"Customizable, Family plans, Recipe variety, Fast delivery, Easy cooking",Maybe,Definitely,Free meals
34,Female,75k–1L,Delhi NCR,Full-time,6–8,<15 min,None,Only on weekends,1,"Portioning issues, Grocery hassle, Not cost-effective, Don't enjoy it",After 9 PM,Self,"Italian, Keto/High-protein, Chinese, Fusion, Healthy Superfoods, North Indian",Vegetarian,Never,"Diabetes-friendly, Quick meal-prep, Gluten-free, Muscle gain, High-protein, Low-carb",None,3,Never,5+,150–250,₹200,Wallets,Unlikely,Weekly batch,3–4,"Cancel-anytime, App-based tracking, Customizable, Nutrition labels, No cleanup, Recipe variety, Easy cooking, Loyalty points",Definitely,Definitely,Discounts
34,Female,50k–75k,Delhi NCR,Freelancer,<6,60+ min,5–6,No,4,"No skills, Waste of ingredients, Don't enjoy it, Grocery hassle, Portioning issues, No ideas, Cleaning up",After 9 PM,Self,"Fusion, Healthy Superfoods, North Indian, Keto/High-protein, Continental, Vegan",Vegetarian,3–4,"Balanced meals, Low-calorie, Gluten-free, Diabetes-friendly",Lactose,4,Regularly,3–4 times,250–400,₹300+,Wallets,Definitely,Weekly batch,5–6,"Fast delivery, Nutrition labels, No cleanup, Loyalty points, Recipe variety, App-based tracking, Family plans, Cancel-anytime",Maybe,Maybe,Free meals
29,Male,1L–1.5L,Delhi NCR,Full-time,10+,30–60 min,None,Yes,4,"Grocery hassle, Too tired, Portioning issues, Not cost-effective, No skills, Waste of ingredients, No ideas, No time",After 9 PM,Partner,"Thai, Fusion, Healthy Superfoods, Vegan, Asian, South Indian, Chinese, Continental",Vegetarian,3–4,"Sustainable eating, Balanced meals, Diabetes-friendly, Immune boost, Weight loss, Gluten-free, Low-carb",None,3,Occasionally,1–2 times,>400,₹200,UPI,Maybe,3x/week,Daily,"Nutrition labels, Customizable, Family plans, Recipe variety, Cancel-anytime, Fast delivery, No cleanup",Definitely,Definitely,Discounts
26,Male,50k–75k,Chennai,Full-time,6–8,30–60 min,3–4,No,2,"Cleaning up, No time, Grocery hassle, Waste of ingredients, Too tired, No skills, Not cost-effective, Portioning issues",8–9 PM,Alternates,"Keto/High-protein, Mexican, Continental, Fusion, Asian, Chinese",Vegetarian,5+,"Weight loss, Sustainable eating, High-protein, Muscle gain",None,5,Never,Never,250–400,₹200,UPI,Unlikely,Daily,5–6,"Family plans, App-based tracking, Recipe variety, Fast delivery, Nutrition labels",Maybe,Definitely,Discounts
33,Female,30k–50k,Other,Full-time,<6,30–60 min,1–2,No,3,"Don't enjoy it, Waste of ingredients, Not cost-effective, No skills, Portioning issues, No ideas, Cleaning up",After 9 PM,Partner,"Keto/High-protein, South Indian, Continental, Chinese, Vegan, Mexican, Asian, Italian",Mixed,Never,"Immune boost, Low-carb, Gut health, Sustainable eating, Low-calorie, Quick meal-prep, High-protein, Weight loss",None,5,Never,5+,150–250,₹200,UPI,Maybe,Weekly batch,3–4,"Fast delivery, No cleanup, Recipe variety, Loyalty points, Cancel-anytime, Customizable, Nutrition labels",No,Definitely,Free meals
25,Male,1.5L+,Delhi NCR,Full-time,6–8,15–30 min,1–2,Only on weekends,1,"Too tired, Grocery hassle, Waste of ingredients, No time, No ideas",Before 7 PM,Self,"Vegan, Continental, North Indian, Asian, Healthy Superfoods, Chinese, Italian, Fusion",Vegan,3–4,"High-protein, Quick meal-prep, Low-carb, Immune boost, Gut health",None,2,Occasionally,5+,150–250,₹150,UPI,Definitely,Weekly batch,3–4,"App-based tracking, Fast delivery, Cancel-anytime, Recipe variety, Nutrition labels, No cleanup, Customizable",Definitely,Definitely,Discounts
